source_taxon_external_id,source_taxon_name,source_taxon_path,interaction_type,target_taxon_external_id,target_taxon_name,target_taxon_path
EOL:469764,Linognathus limnotragi,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus limnotragi,parasiteOf,EOL:1038790,Tragelaphus scriptus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Tragelaphus | Tragelaphus scriptus
EOL:463614,Linognathus panamensis,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus panamensis,parasiteOf,EOL:328652,Odocoileus virginianus,Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus
EOL:469813,Linognathus aepycerus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus aepycerus,parasiteOf,EOL:308540,Aepyceros melampus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Aepyceros | Aepyceros melampus
EOL:469904,Lemurphthirus stigmosus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Lemurphthirus | Lemurphthirus stigmosus,parasiteOf,EOL:324410,Otolemur crassicaudatus,Animalia | Chordata | Mammalia | Primates | Galagonidae | Otolemur | Otolemur crassicaudatus
EOL:469904,Lemurphthirus stigmosus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Lemurphthirus | Lemurphthirus stigmosus,parasiteOf,EOL:311211,Galagoides demidoff,Animalia | Chordata | Mammalia | Primates | Galagonidae | Galagoides | Galagoides demidoff
EOL:469904,Lemurphthirus stigmosus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Lemurphthirus | Lemurphthirus stigmosus,parasiteOf,EOL:311208,Galago senegalensis,Animalia | Chordata | Mammalia | Primates | Galagonidae | Galago | Galago senegalensis
EOL:469799,Linognathus fractus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus fractus,parasiteOf,EOL:1038790,Tragelaphus scriptus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Tragelaphus | Tragelaphus scriptus
EOL:399293,Linognathus kimi,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus kimi,parasiteOf,EOL:1038781,Raphicerus sharpei,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Raphicerus | Raphicerus sharpei
EOL:399293,Linognathus kimi,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus kimi,parasiteOf,EOL:1038780,Raphicerus melanotis,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Raphicerus | Raphicerus melanotis
EOL:469769,Linognathus gonolobatus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus gonolobatus,parasiteOf,EOL:331075,Hippotragus equinus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Hippotragus | Hippotragus equinus
EOL:469771,Linognathus gnu,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus gnu,parasiteOf,EOL:308530,Connochaetes gnou,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Connochaetes | Connochaetes gnou
EOL:469932,Hoplopleura zelotomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura zelotomydis,parasiteOf,EOL:1179463,Zelotomys hildegardeae,Animalia | Chordata | Mammalia | Rodentia | Muridae | Zelotomys | Zelotomys hildegardeae
EOL:469929,Hoplopleura veprecula,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura veprecula,parasiteOf,EOL:1179786,Tatera valida,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tatera | Tatera valida
EOL:467492,Hoplopleura cryptica,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura cryptica,parasiteOf,EOL:1179786,Tatera valida,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tatera | Tatera valida
EOL:469929,Hoplopleura veprecula,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura veprecula,parasiteOf,EOL:1179776,Tatera boehmi,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tatera | Tatera boehmi
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:310992,Procolobus badius,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Procolobus | Procolobus badius
EOL:469925,Johnsonpthirus chlorotalpae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus chlorotalpae,parasiteOf,EOL:1014695,Paraxerus boehmi,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Paraxerus | Paraxerus boehmi
EOL:469928,Johnsonpthirus spinosissimus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus spinosissimus,parasiteOf,EOL:1014695,Paraxerus boehmi,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Paraxerus | Paraxerus boehmi
EOL:469925,Johnsonpthirus chlorotalpae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus chlorotalpae,parasiteOf,EOL:320615,Paraxerus alexandri,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Paraxerus | Paraxerus alexandri
EOL:469928,Johnsonpthirus spinosissimus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus spinosissimus,parasiteOf,EOL:320615,Paraxerus alexandri,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Paraxerus | Paraxerus alexandri
EOL:399158,Pedicinus hamadryas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus hamadryas,parasiteOf,EOL:128436,Papio hamadryas,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Papio | Papio hamadryas
EOL:473268,Hoplopleura oenomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura oenomydis,parasiteOf,EOL:1179296,Oenomys ornatus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oenomys | Oenomys ornatus
EOL:473268,Hoplopleura oenomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura oenomydis,parasiteOf,EOL:1179295,Oenomys hypoxanthus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oenomys | Oenomys hypoxanthus
EOL:590390,Hoplopleura ismailiae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ismailiae,parasiteOf,EOL:1179261,Myomys albipes,Animalia | Chordata | Mammalia | Rodentia | Muridae | Myomys | Myomys albipes
EOL:398053,Hoplopleura rukenyae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura rukenyae,parasiteOf,EOL:1179258,Mus triton,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mus | Mus triton
EOL:398053,Hoplopleura rukenyae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura rukenyae,parasiteOf,EOL:1179242,Mus musculoides,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mus | Mus musculoides
EOL:398053,Hoplopleura rukenyae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura rukenyae,parasiteOf,EOL:1179225,Mus bufo,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mus | Mus bufo
EOL:590390,Hoplopleura ismailiae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura ismailiae,parasiteOf,EOL:1179169,Mastomys natalensis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Mastomys | Mastomys natalensis
EOL:463411,Pedicinus cercocebi,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus cercocebi,parasiteOf,EOL:128438,Lophocebus albigena,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Lophocebus | Lophocebus albigena
EOL:469925,Johnsonpthirus chlorotalpae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus chlorotalpae,parasiteOf,EOL:313113,Heliosciurus rufobrachium,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Heliosciurus | Heliosciurus rufobrachium
EOL:399158,Pedicinus hamadryas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus hamadryas,parasiteOf,EOL:1657,Cercopithecidae,Animalia | Chordata | Mammalia | Primates | Cercopithecidae
EOL:468563,Schizophthirus graphiuri,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Schizophthirus | Schizophthirus graphiuri,parasiteOf,EOL:327925,Graphiurus murinus,Animalia | Chordata | Mammalia | Rodentia | Myoxidae | Graphiurus | Graphiurus murinus
EOL:471291,Hoplopleura setzeri,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura setzeri,parasiteOf,EOL:1179083,Grammomys macmillani,Animalia | Chordata | Mammalia | Rodentia | Muridae | Grammomys | Grammomys macmillani
EOL:471291,Hoplopleura setzeri,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura setzeri,parasiteOf,EOL:1179080,Grammomys dryas,Animalia | Chordata | Mammalia | Rodentia | Muridae | Grammomys | Grammomys dryas
EOL:473268,Hoplopleura oenomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura oenomydis,parasiteOf,EOL:1179080,Grammomys dryas,Animalia | Chordata | Mammalia | Rodentia | Muridae | Grammomys | Grammomys dryas
EOL:471291,Hoplopleura setzeri,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura setzeri,parasiteOf,EOL:1179079,Grammomys dolichurus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Grammomys | Grammomys dolichurus
EOL:469925,Johnsonpthirus chlorotalpae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus chlorotalpae,parasiteOf,EOL:313110,Funisciurus pyrropus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Funisciurus | Funisciurus pyrropus
EOL:469925,Johnsonpthirus chlorotalpae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus chlorotalpae,parasiteOf,EOL:313085,Funisciurus anerythrus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Funisciurus | Funisciurus anerythrus
EOL:469928,Johnsonpthirus spinosissimus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus spinosissimus,parasiteOf,EOL:313085,Funisciurus anerythrus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Funisciurus | Funisciurus anerythrus
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:311175,Erythrocebus patas,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Erythrocebus | Erythrocebus patas
EOL:397586,Hoplopleura dendromuris,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura dendromuris,parasiteOf,EOL:1179482,Dendromus kivu,Animalia | Chordata | Mammalia | Rodentia | Muridae | Dendromus | Dendromus kivu
EOL:397586,Hoplopleura dendromuris,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura dendromuris,parasiteOf,EOL:1179480,Dendromus insignis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Dendromus | Dendromus insignis
EOL:398071,Hoplopleura colomydis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura colomydis,parasiteOf,EOL:1179046,Colomys goslingi,Animalia | Chordata | Mammalia | Rodentia | Muridae | Colomys | Colomys goslingi
EOL:469925,Johnsonpthirus chlorotalpae,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Johnsonpthirus | Johnsonpthirus chlorotalpae,parasiteOf,EOL:117733,Chrysochloris stuhlmanni,Animalia | Chordata | Mammalia | Afrosoricida | Chrysochloridae | Chrysochloris | Chrysochloris stuhlmanni
EOL:469787,Pedicinus ferrisi,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus ferrisi,parasiteOf,EOL:1037707,Chlorocebus aethiops,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Chlorocebus | Chlorocebus aethiops
EOL:399158,Pedicinus hamadryas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus hamadryas,parasiteOf,EOL:1037707,Chlorocebus aethiops,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Chlorocebus | Chlorocebus aethiops
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:1037707,Chlorocebus aethiops,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Chlorocebus | Chlorocebus aethiops
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:311268,Cercopithecus petaurista,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus petaurista
EOL:469787,Pedicinus ferrisi,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus ferrisi,parasiteOf,EOL:981572,Cercopithecus nictitans,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus nictitans
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:1010638,Cercopithecus neglectus,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus neglectus
EOL:469787,Pedicinus ferrisi,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus ferrisi,parasiteOf,EOL:313665,Cercopithecus mitis,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus mitis
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:313665,Cercopithecus mitis,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus mitis
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:323971,Cercopithecus diana,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus diana
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:323970,Cercopithecus cephus,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus cephus
EOL:469736,Pedicinus patas,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus patas,parasiteOf,EOL:323969,Cercopithecus campbelli,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus campbelli
EOL:469787,Pedicinus ferrisi,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus ferrisi,parasiteOf,EOL:323968,Cercopithecus ascanius,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercopithecus | Cercopithecus ascanius
EOL:463411,Pedicinus cercocebi,Animalia | Arthropoda | Insecta | Phthiraptera | Pedicinidae | Pedicinus | Pedicinus cercocebi,parasiteOf,EOL:323967,Cercocebus torquatus,Animalia | Chordata | Mammalia | Primates | Cercopithecidae | Cercocebus | Cercocebus torquatus
EOL:469816,Linognathus angulatus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus angulatus,parasiteOf,EOL:42411,Cephalophus,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Cephalophus
EOL:470428,Fahrenholzia schwartzi,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Fahrenholzia | Fahrenholzia schwartzi,parasiteOf,EOL:1180180,Zygodontomys brevicauda,Animalia | Chordata | Mammalia | Rodentia | Muridae | Zygodontomys | Zygodontomys brevicauda
EOL:477382,Hoplopleura indiscreta,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura indiscreta,parasiteOf,EOL:1180157,Thomasomys laniger,Animalia | Chordata | Mammalia | Rodentia | Muridae | Thomasomys | Thomasomys laniger
EOL:397667,Hoplopleura tiptoni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura tiptoni,parasiteOf,EOL:1180157,Thomasomys laniger,Animalia | Chordata | Mammalia | Rodentia | Muridae | Thomasomys | Thomasomys laniger
EOL:470161,Hoplopleura contigua,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura contigua,parasiteOf,EOL:328441,Sigmodon hispidus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Sigmodon | Sigmodon hispidus
EOL:470428,Fahrenholzia schwartzi,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Fahrenholzia | Fahrenholzia schwartzi,parasiteOf,EOL:326996,Proechimys semispinosus,Animalia | Chordata | Mammalia | Rodentia | Echimyidae | Proechimys | Proechimys semispinosus
EOL:470004,Hoplopleura multilobata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura multilobata,parasiteOf,EOL:326987,Proechimys iheringi,Animalia | Chordata | Mammalia | Rodentia | Echimyidae | Proechimys | Proechimys iheringi
EOL:470428,Fahrenholzia schwartzi,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Fahrenholzia | Fahrenholzia schwartzi,parasiteOf,EOL:1179992,Oryzomys albigularis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys albigularis
EOL:470004,Hoplopleura multilobata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura multilobata,parasiteOf,EOL:1179992,Oryzomys albigularis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys albigularis
EOL:471296,Hoplopleura rimae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura rimae,parasiteOf,EOL:1179992,Oryzomys albigularis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys albigularis
EOL:470004,Hoplopleura multilobata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura multilobata,parasiteOf,EOL:1179976,Oecomys trinitatis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oecomys | Oecomys trinitatis
EOL:470004,Hoplopleura multilobata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura multilobata,parasiteOf,EOL:1179930,Microryzomys minutus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Microryzomys | Microryzomys minutus
EOL:471296,Hoplopleura rimae,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura rimae,parasiteOf,EOL:1179930,Microryzomys minutus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Microryzomys | Microryzomys minutus
EOL:470161,Hoplopleura contigua,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura contigua,parasiteOf,EOL:1179909,Holochilus sciureus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Holochilus | Holochilus sciureus
EOL:470161,Hoplopleura contigua,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura contigua,parasiteOf,EOL:1179906,Holochilus brasiliensis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Holochilus | Holochilus brasiliensis
EOL:470428,Fahrenholzia schwartzi,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Fahrenholzia | Fahrenholzia schwartzi,parasiteOf,EOL:347112,Heteromys anomalus,Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Heteromys | Heteromys anomalus
EOL:590380,Hoplopleura inusitata,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura inusitata,parasiteOf,EOL:326954,Echimys semivillosus,Animalia | Chordata | Mammalia | Rodentia | Echimyidae | Echimys | Echimys semivillosus
EOL:470144,Hoplopleura exima,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura exima,parasiteOf,EOL:1179881,Chibchanomys trichotis,Animalia | Chordata | Mammalia | Rodentia | Muridae | Chibchanomys | Chibchanomys trichotis
EOL:470348,Hoplopleura aitkeni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura aitkeni,parasiteOf,EOL:1179848,Akodon urichi,Animalia | Chordata | Mammalia | Rodentia | Muridae | Akodon | Akodon urichi
EOL:470348,Hoplopleura aitkeni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura aitkeni,parasiteOf,EOL:1179836,Akodon puer,Animalia | Chordata | Mammalia | Rodentia | Muridae | Akodon | Akodon puer
EOL:470348,Hoplopleura aitkeni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura aitkeni,parasiteOf,EOL:1179830,Akodon molinae,Animalia | Chordata | Mammalia | Rodentia | Muridae | Akodon | Akodon molinae
EOL:470348,Hoplopleura aitkeni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura aitkeni,parasiteOf,EOL:1179819,Akodon iniscatus,Animalia | Chordata | Mammalia | Rodentia | Muridae | Akodon | Akodon iniscatus
EOL:470348,Hoplopleura aitkeni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura aitkeni,parasiteOf,EOL:1179812,Akodon budini,Animalia | Chordata | Mammalia | Rodentia | Muridae | Akodon | Akodon budini
EOL:470348,Hoplopleura aitkeni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura aitkeni,parasiteOf,EOL:1179809,Akodon azarae,Animalia | Chordata | Mammalia | Rodentia | Muridae | Akodon | Akodon azarae
EOL:477382,Hoplopleura indiscreta,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura indiscreta,parasiteOf,EOL:1179805,Aepeomys lugens,Animalia | Chordata | Mammalia | Rodentia | Muridae | Aepeomys | Aepeomys lugens
EOL:469789,Linognathus ourebiae,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus ourebiae,parasiteOf,EOL:344589,Ourebia ourebi,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Ourebia | Ourebia ourebi
EOL:467483,Linognathus contractus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus contractus,parasiteOf,EOL:344589,Ourebia ourebi,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Ourebia | Ourebia ourebi
EOL:398048,Linognathoides citelli,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Linognathoides | Linognathoides citelli,parasiteOf,EOL:326218,Spermophilopsis leptodactylus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Spermophilopsis | Spermophilopsis leptodactylus
EOL:463462,Neohaematopinus syriacus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus syriacus,parasiteOf,EOL:1037655,Sciurus anomalus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Sciurus | Sciurus anomalus
EOL:466630,Hoplopleura brasiliensis,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura brasiliensis,parasiteOf,EOL:1179998,Oryzomys capito,Animalia | Chordata | Mammalia | Rodentia | Muridae | Oryzomys | Oryzomys capito
EOL:463663,Neohaematopinus cognatus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus cognatus,parasiteOf,EOL:128489,Sundasciurus jentinki,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Sundasciurus | Sundasciurus jentinki
EOL:463663,Neohaematopinus cognatus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus cognatus,parasiteOf,EOL:1038340,Menetes berdmorei,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Menetes | Menetes berdmorei
EOL:471607,Neohaematopinus kinabalensis,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus kinabalensis,parasiteOf,EOL:1178608,Hylopetes lepidus,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Hylopetes | Hylopetes lepidus
EOL:463663,Neohaematopinus cognatus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus cognatus,parasiteOf,EOL:313058,Exilisciurus whiteheadi,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Exilisciurus | Exilisciurus whiteheadi
EOL:463663,Neohaematopinus cognatus,Animalia | Arthropoda | Insecta | Phthiraptera | Polyplacidae | Neohaematopinus | Neohaematopinus cognatus,parasiteOf,EOL:313048,Dremomys everetti,Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Dremomys | Dremomys everetti
EOL:397948,Linognathus taurotragus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus taurotragus,parasiteOf,EOL:1038792,Tragelaphus strepsiceros,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Tragelaphus | Tragelaphus strepsiceros
EOL:397948,Linognathus taurotragus,Animalia | Arthropoda | Insecta | Phthiraptera | Linognathidae | Linognathus | Linognathus taurotragus,parasiteOf,EOL:1038784,Taurotragus oryx,Animalia | Chordata | Mammalia | Artiodactyla | Bovidae | Taurotragus | Taurotragus oryx
EOL:400078,Hoplopleura neumanni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura neumanni,parasiteOf,EOL:1179785,Tatera robusta,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tatera | Tatera robusta
EOL:400078,Hoplopleura neumanni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura neumanni,parasiteOf,EOL:1179783,Tatera nigricauda,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tatera | Tatera nigricauda
EOL:400078,Hoplopleura neumanni,Animalia | Arthropoda | Insecta | Phthiraptera | Hoplopleuridae | Hoplopleura | Hoplopleura neumanni,parasiteOf,EOL:1179782,Tatera leucogaster,Animalia | Chordata | Mammalia | Rodentia | Muridae | Tatera | Tatera leucogaster
